Office No Clean,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Office Group Size,Cash At Bank,Net Assets,Turnover,Source,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Investigative Priority,Risk Tier (Objective),Public Linkage Category,Priority Entity,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes
497,497.0,Grabngohub Ltd,16770826,Yes,2025-10-08,Active,,"Office 497, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16770826,https://find-and-update.company-information.service.gov.uk/company/16770826/officers,https://find-and-update.company-information.service.gov.uk/company/16770826/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
498,498.0,Rank Edge Digital Sol Ltd,16773112,Yes,2025-10-08,Active,,"Office 498, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16773112,https://find-and-update.company-information.service.gov.uk/company/16773112/officers,https://find-and-update.company-information.service.gov.uk/company/16773112/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
499,499.0,Sky Mobile Partners Ltd,16776659,Yes,2025-10-10,Active,,"Office 499, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16776659,https://find-and-update.company-information.service.gov.uk/company/16776659/officers,https://find-and-update.company-information.service.gov.uk/company/16776659/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
500,500.0,Sophisticos Ltd,14317223,Yes,2022-08-25,Active,,"Office 500, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,£1,£1,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/14317223,https://find-and-update.company-information.service.gov.uk/company/14317223/officers,https://find-and-update.company-information.service.gov.uk/company/14317223/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
501,501.0,Pixel & Pine Ltd,16782862,Yes,2025-10-14,Active,,"Office 501, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16782862,https://find-and-update.company-information.service.gov.uk/company/16782862/officers,https://find-and-update.company-information.service.gov.uk/company/16782862/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
502,502.0,Shaslain Ltd,16782541,Yes,2025-10-14,Active,,"Office 502, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16782541,https://find-and-update.company-information.service.gov.uk/company/16782541/officers,https://find-and-update.company-information.service.gov.uk/company/16782541/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
503,503.0,Austin Digitizing Ltd,16782898,Yes,2025-10-14,Active,,"Office 503, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16782898,https://find-and-update.company-information.service.gov.uk/company/16782898/officers,https://find-and-update.company-information.service.gov.uk/company/16782898/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
504,504.0,Archimoulds Studio Ltd,16785671,Yes,2025-10-15,Active,,"Office 504, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16785671,https://find-and-update.company-information.service.gov.uk/company/16785671/officers,https://find-and-update.company-information.service.gov.uk/company/16785671/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
505,505.0,Bilal Commerce Ltd,16785687,Yes,2025-10-15,Active,,"Office 505, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16785687,https://find-and-update.company-information.service.gov.uk/company/16785687/officers,https://find-and-update.company-information.service.gov.uk/company/16785687/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
506,506.0,Salman Aa Ltd,16790544,Yes,2025-10-16,Active,,"Office 506, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16790544,https://find-and-update.company-information.service.gov.uk/company/16790544/officers,https://find-and-update.company-information.service.gov.uk/company/16790544/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
507,507.0,Sharknest Media Ltd,16791599,Yes,2025-10-17,Active,,"Office 507, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16791599,https://find-and-update.company-information.service.gov.uk/company/16791599/officers,https://find-and-update.company-information.service.gov.uk/company/16791599/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
508,508.0,H&M Marketplace Ltd,16341142,Yes,2025-03-25,Active,47910,"Office 508, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,2,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16341142,https://find-and-update.company-information.service.gov.uk/company/16341142/officers,https://find-and-update.company-information.service.gov.uk/company/16341142/filing-history,Companies House URL ready + open.endole.co.uk,MEDIUM,MEDIUM,,,,,,Shared office number: 2 entities
508,508.0,H&M Marketplace Ltd Ltd,,No,,Active,,"Office 508 85 Dunstall Hill, Wolverhampton, WV6 0SR",WV6 0SR,Yes,2,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: WV6 0SR
509,509.0,Shopula Ltd,16796906,Yes,2025-10-20,Active,,"Office 509, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16796906,https://find-and-update.company-information.service.gov.uk/company/16796906/officers,https://find-and-update.company-information.service.gov.uk/company/16796906/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
510,510.0,Genius Digitizing Ltd,16795442,Yes,2025-10-20,Active,,"Office 510, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16795442,https://find-and-update.company-information.service.gov.uk/company/16795442/officers,https://find-and-update.company-information.service.gov.uk/company/16795442/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
511,511.0,Prime Global Corporation Ltd,16799659,Yes,2025-10-21,Active,,"Office 511, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16799659,https://find-and-update.company-information.service.gov.uk/company/16799659/officers,https://find-and-update.company-information.service.gov.uk/company/16799659/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
512,512.0,Amazu Global Ltd,16795367,Yes,2025-10-20,Active,,"Office 512, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16795367,https://find-and-update.company-information.service.gov.uk/company/16795367/officers,https://find-and-update.company-information.service.gov.uk/company/16795367/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
513,513.0,Sloganeer Limited,15330552,Yes,2023-12-05,Active,,"Office 513, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,"-£4,180",,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15330552,https://find-and-update.company-information.service.gov.uk/company/15330552/officers,https://find-and-update.company-information.service.gov.uk/company/15330552/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
514,514.0,Al Wasay Pvt Ltd,16796967,Yes,2025-10-20,Active,,"Office 514, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16796967,https://find-and-update.company-information.service.gov.uk/company/16796967/officers,https://find-and-update.company-information.service.gov.uk/company/16796967/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
515,515.0,Nasim Akhtar Ltd,15692450,Yes,2024-04-29,Active,,"Office 515, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,£1,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/15692450,https://find-and-update.company-information.service.gov.uk/company/15692450/officers,https://find-and-update.company-information.service.gov.uk/company/15692450/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
516,516.0,Zn Media House Ltd,16801493,Yes,2025-10-22,Active,,"Office 516, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16801493,https://find-and-update.company-information.service.gov.uk/company/16801493/officers,https://find-and-update.company-information.service.gov.uk/company/16801493/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
517,517.0,Sky Mega Deals Ltd,16801525,Yes,2025-10-22,Active,,"Office 517, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16801525,https://find-and-update.company-information.service.gov.uk/company/16801525/officers,https://find-and-update.company-information.service.gov.uk/company/16801525/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
518,518.0,Abdulrehman Ltd,16806592,Yes,2025-10-23,Active,,"Office 518, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16806592,https://find-and-update.company-information.service.gov.uk/company/16806592/officers,https://find-and-update.company-information.service.gov.uk/company/16806592/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
519,519.0,Nexaro Technologies Ltd,16804337,Yes,2025-10-23,Active,,"Office 519, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16804337,https://find-and-update.company-information.service.gov.uk/company/16804337/officers,https://find-and-update.company-information.service.gov.uk/company/16804337/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
520,520.0,Baynest Ltd,16804498,Yes,2025-10-23,Active,,"Office 520, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16804498,https://find-and-update.company-information.service.gov.uk/company/16804498/officers,https://find-and-update.company-information.service.gov.uk/company/16804498/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
521,521.0,Bravewear Ltd,16804480,Yes,2025-10-23,Active,,"Office 521, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16804480,https://find-and-update.company-information.service.gov.uk/company/16804480/officers,https://find-and-update.company-information.service.gov.uk/company/16804480/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
