#,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Cash At Bank,Net Assets,Turnover,Investigative Priority,Risk Tier (Objective),Priority Entity,Public Linkage Category,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Source,Notes,Office Group Size,2026-04-01 Web Update,2026-04-01 Web Update URLs,Project Dunstall Mirror Mention,Project Dunstall Mirror Notes,Project Dunstall Mirror URL,2026-04-01 Ezone/HopeTex Update,2026-04-01 Ezone/HopeTex Update URLs
386,422,Ze Tach Limited,16600910,Yes,2025-07-23,Active,,"Office 422, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16600910,https://find-and-update.company-information.service.gov.uk/company/16600910/officers,https://find-and-update.company-information.service.gov.uk/company/16600910/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
387,423,Fazeelat Bibi Ltd,16601254,Yes,2025-07-23,Active,,"Office 423, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16601254,https://find-and-update.company-information.service.gov.uk/company/16601254/officers,https://find-and-update.company-information.service.gov.uk/company/16601254/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
388,424,Urbanista Fashion Ltd,16601790,Yes,2025-07-23,Active,,"Office 424, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16601790,https://find-and-update.company-information.service.gov.uk/company/16601790/officers,https://find-and-update.company-information.service.gov.uk/company/16601790/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
389,425,Pulses Digital Ltd,16608955,Yes,2025-07-28,Active,,"Office 425, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16608955,https://find-and-update.company-information.service.gov.uk/company/16608955/officers,https://find-and-update.company-information.service.gov.uk/company/16608955/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
390,426,Pervez Goods Ltd,16615940,Yes,2025-07-30,Active,,"Office 426, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16615940,https://find-and-update.company-information.service.gov.uk/company/16615940/officers,https://find-and-update.company-information.service.gov.uk/company/16615940/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
391,427,Alltime Staffing Ltd,14922626,Yes,2023-06-08,Active,,"Office 427, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£1,449",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14922626,https://find-and-update.company-information.service.gov.uk/company/14922626/officers,https://find-and-update.company-information.service.gov.uk/company/14922626/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
392,428,Codeklaus Solutions Ltd,16616977,Yes,2025-07-30,Active,,"Office 428, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16616977,https://find-and-update.company-information.service.gov.uk/company/16616977/officers,https://find-and-update.company-information.service.gov.uk/company/16616977/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
393,429,Ux Force Ltd,16619286,Yes,2025-07-31,Active,,"Office 429, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16619286,https://find-and-update.company-information.service.gov.uk/company/16619286/officers,https://find-and-update.company-information.service.gov.uk/company/16619286/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
394,430,Zippu Ltd,16622141,Yes,2025-08-01,Active,,"Office 430, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16622141,https://find-and-update.company-information.service.gov.uk/company/16622141/officers,https://find-and-update.company-information.service.gov.uk/company/16622141/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
395,431,Eshop Tech Ltd,16621981,Yes,2025-08-01,Active,,"Office 431, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,Bank,Net Assets,Turnover,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16621981,https://find-and-update.company-information.service.gov.uk/company/16621981/officers,https://find-and-update.company-information.service.gov.uk/company/16621981/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
396,432,Global Communication Link Ltd,16630614,Yes,2025-08-05,Active,,"Office 432, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16630614,https://find-and-update.company-information.service.gov.uk/company/16630614/officers,https://find-and-update.company-information.service.gov.uk/company/16630614/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
397,433,Seohub Ltd,16635023,Yes,2025-08-07,Active,,"Office 433, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16635023,https://find-and-update.company-information.service.gov.uk/company/16635023/officers,https://find-and-update.company-information.service.gov.uk/company/16635023/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
398,434,Global Proxima Ltd,16634883,Yes,2025-08-07,Active,,"Office 434, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16634883,https://find-and-update.company-information.service.gov.uk/company/16634883/officers,https://find-and-update.company-information.service.gov.uk/company/16634883/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
399,435,Global Web Consulting Solution Limited,16640388,Yes,2025-08-11,Active,,"Office 435, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16640388,https://find-and-update.company-information.service.gov.uk/company/16640388/officers,https://find-and-update.company-information.service.gov.uk/company/16640388/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
400,436,Streamgenz Ltd,16640578,Yes,2025-08-11,Active,,"Office 436, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16640578,https://find-and-update.company-information.service.gov.uk/company/16640578/officers,https://find-and-update.company-information.service.gov.uk/company/16640578/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
401,437,Zohaib Mart Ltd,16645924,Yes,2025-08-12,Active,,"Office 437, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16645924,https://find-and-update.company-information.service.gov.uk/company/16645924/officers,https://find-and-update.company-information.service.gov.uk/company/16645924/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
402,438,Urban Spark Cleaners Ltd,16645865,Yes,2025-08-12,Active,,"Office 438, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16645865,https://find-and-update.company-information.service.gov.uk/company/16645865/officers,https://find-and-update.company-information.service.gov.uk/company/16645865/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
403,439,Sameer Sohail Ltd,16649703,Yes,2025-08-14,Active,,"Office 439, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16649703,https://find-and-update.company-information.service.gov.uk/company/16649703/officers,https://find-and-update.company-information.service.gov.uk/company/16649703/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
404,440,Digi Seo Firm Ltd,16649709,Yes,2025-08-14,Active,,"Office 440, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16649709,https://find-and-update.company-information.service.gov.uk/company/16649709/officers,https://find-and-update.company-information.service.gov.uk/company/16649709/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
405,441,Alltimesembroidery Ltd,16650803,Yes,2025-08-14,Active,,"Office 441, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16650803,https://find-and-update.company-information.service.gov.uk/company/16650803/officers,https://find-and-update.company-information.service.gov.uk/company/16650803/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
406,442,Prime Cost Ltd,16652270,Yes,2025-08-15,Active,,"Office 442, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16652270,https://find-and-update.company-information.service.gov.uk/company/16652270/officers,https://find-and-update.company-information.service.gov.uk/company/16652270/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
407,444,Micro Writer Ltd,16656900,Yes,2025-08-18,Active,,"Office 444, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16656900,https://find-and-update.company-information.service.gov.uk/company/16656900/officers,https://find-and-update.company-information.service.gov.uk/company/16656900/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
408,445,Mx Stars Ltd,16662875,Yes,2025-08-20,Active,,"Office 445, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16662875,https://find-and-update.company-information.service.gov.uk/company/16662875/officers,https://find-and-update.company-information.service.gov.uk/company/16662875/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
409,446,Ha Creatives Ltd,16658437,Yes,2025-08-19,Active,,"Office 446, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16658437,https://find-and-update.company-information.service.gov.uk/company/16658437/officers,https://find-and-update.company-information.service.gov.uk/company/16658437/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
410,447,Fq Software Services Ltd,16664255,Yes,2025-08-21,Active,,"Office 447, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16664255,https://find-and-update.company-information.service.gov.uk/company/16664255/officers,https://find-and-update.company-information.service.gov.uk/company/16664255/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
411,448,Crown Saga Ltd,16664295,Yes,2025-08-21,Active,,"Office 448, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16664295,https://find-and-update.company-information.service.gov.uk/company/16664295/officers,https://find-and-update.company-information.service.gov.uk/company/16664295/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
412,449,Nexamech Media Ltd,16666996,Yes,2025-08-22,Active,,"Office 449, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16666996,https://find-and-update.company-information.service.gov.uk/company/16666996/officers,https://find-and-update.company-information.service.gov.uk/company/16666996/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,,,,,,,
